技能别名主键,标准技能名称,技能别名,技能大组,技能子组,技能性质,匹配策略,词典置信度,来源依据,备注,别名标准化键,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,是否AI核心技能,同名候选技能数,别名映射状态
BM01013,市场开拓,业务拓展能力,市场销售电商运营,市场拓展,专业技能/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,业务拓展能力,JN0057,市场开拓,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01009,市场开拓,市场开拓,市场销售电商运营,市场拓展,专业技能/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,市场开拓,JN0057,市场开拓,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01010,市场开拓,市场开拓能力,市场销售电商运营,市场拓展,专业技能/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,市场开拓能力,JN0057,市场开拓,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01012,市场开拓,市场拓展能力,市场销售电商运营,市场拓展,专业技能/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,市场拓展能力,JN0057,市场开拓,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01506,市场营销知识,市场营销相关知识,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,市场营销相关知识,JN0254,市场营销知识,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01505,市场营销知识,市场营销知识,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,市场营销知识,JN0254,市场营销知识,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM01507,市场营销知识,营销知识,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,营销知识,JN0254,市场营销知识,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM00317,市场调研,市场调研,市场销售电商运营,市场销售电商运营,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,市场调研,JN0045,市场调研,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM00318,市场调研,竞品分析,市场销售电商运营,市场销售电商运营,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,竞品分析,JN0045,市场调研,方法、标准与流程,2.0,组织协调与商业执行,否,1,唯一映射
BM00506,市政工程,市政工程,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,市政工程,JN0713,市政工程,专业知识与行业经验,16.0,建筑施工与工程造价,否,1,唯一映射
BM00507,市政工程,道路桥梁,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,道路桥梁,JN0713,市政工程,专业知识与行业经验,16.0,建筑施工与工程造价,否,1,唯一映射
BM00370,平面设计,平面设计,设计传媒内容,设计传媒内容,工具软件/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,平面设计,JN0070,平面设计,方法、标准与流程,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00371,平面设计,视觉设计,设计传媒内容,设计传媒内容,工具软件/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,视觉设计,JN0070,平面设计,方法、标准与流程,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00348,广告投放,媒介投放,市场销售电商运营,市场销售电商运营,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,媒介投放,JN0196,广告投放,方法、标准与流程,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00347,广告投放,广告投放,市场销售电商运营,市场销售电商运营,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,广告投放,JN0196,广告投放,方法、标准与流程,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00598,库存管理,仓储管理,物流采购供应链,物流采购供应链,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,仓储管理,JN0126,库存管理,方法、标准与流程,4.0,供应链与物流管理,否,1,唯一映射
BM00597,库存管理,库存管理,物流采购供应链,物流采购供应链,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,库存管理,JN0126,库存管理,方法、标准与流程,4.0,供应链与物流管理,否,1,唯一映射
BM01720,应付账款,应付账款,,,,,,标准技能名称,,应付账款,JN0023,应付账款,职业职能与业务活动,12.0,财务会计与税务管理,否,1,唯一映射
BM00868,应变能力,临场应变能力,自我管理与成长,应变能力,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,临场应变能力,JN0791,应变能力,非技术性能力,2.0,组织协调与商业执行,否,1,唯一映射
BM00866,应变能力,应变能力,自我管理与成长,应变能力,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,应变能力,JN0791,应变能力,非技术性能力,2.0,组织协调与商业执行,否,1,唯一映射
BM00867,应变能力,灵活应变能力,自我管理与成长,应变能力,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,灵活应变能力,JN0791,应变能力,非技术性能力,2.0,组织协调与商业执行,否,1,唯一映射
BM00232,应收应付,AP,财务审计税务金融,财务审计税务金融,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,ap,JN0725,应收应付,专业知识与行业经验,12.0,财务会计与税务管理,否,1,唯一映射
BM00231,应收应付,AR,财务审计税务金融,财务审计税务金融,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,ar,JN0725,应收应付,专业知识与行业经验,12.0,财务会计与税务管理,否,1,唯一映射
BM00230,应收应付,应收应付,财务审计税务金融,财务审计税务金融,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,应收应付,JN0725,应收应付,专业知识与行业经验,12.0,财务会计与税务管理,否,1,唯一映射
BM01719,应收账款,应收账款,,,,,,标准技能名称,,应收账款,JN0022,应收账款,职业职能与业务活动,12.0,财务会计与税务管理,否,1,唯一映射
BM00576,废气治理,废气治理,化工材料能源环保,化工材料能源环保,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,废气治理,JN0740,废气治理,专业知识与行业经验,20.0,安全环保与职业健康,否,1,唯一映射
BM00577,废气治理,烟气治理,化工材料能源环保,化工材料能源环保,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,烟气治理,JN0740,废气治理,专业知识与行业经验,20.0,安全环保与职业健康,否,1,唯一映射
BM00489,建筑设计,建筑设计,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,建筑设计,JN0194,建筑设计,具体专业技能,16.0,建筑施工与工程造价,否,1,唯一映射
BM00183,强化学习,reinforcement learning,人工智能与算法,人工智能与算法,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,reinforcementlearning,JN0544,强化学习,方法、标准与流程,15.0,人工智能与数据挖掘,否,1,唯一映射
BM00182,强化学习,强化学习,人工智能与算法,人工智能与算法,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,强化学习,JN0544,强化学习,方法、标准与流程,15.0,人工智能与数据挖掘,否,1,唯一映射
BM01493,循环神经网络,RNN,人工智能与算法,机器学习与计算机视觉,专业技能/算法与框架,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,rnn,JN0532,循环神经网络,工具软件与技术平台,15.0,人工智能与数据挖掘,否,1,唯一映射
BM01494,循环神经网络,循环神经网络,人工智能与算法,机器学习与计算机视觉,专业技能/算法与框架,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,循环神经网络,JN0532,循环神经网络,工具软件与技术平台,15.0,人工智能与数据挖掘,否,1,唯一映射
BM00654,德语,德语,语言与跨文化,语言与跨文化,专业技能/方法流程,context,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,德语,JN0419,德语,语言能力,4.0,供应链与物流管理,否,1,唯一映射
BM01526,性能测试,性能测试,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,性能测试,JN0121,性能测试,方法、标准与流程,21.0,软件测试与质量保障,否,1,唯一映射
